name,lon,lat,building_height_m,required_height_m,spare_m,distance_km
,80.02789,7.08876,3.2,2.8,0.4,60.6
,80.01831,7.08762,3.2,2.8,0.4,61.4
,80.01664,7.08923,3.2,2.8,0.4,61.7
,80.01369,7.08958,3.2,2.8,0.4,62.0
,80.02567,7.08624,3.2,2.8,0.4,60.6
Community Hall,79.91883,7.15126,3.2,2.8,0.4,74.5
,79.88464,7.10659,3.2,2.8,0.4,75.5
,80.04418,7.08545,3.2,2.8,0.4,58.8
,79.90481,7.14569,3.2,2.8,0.4,75.5
,79.90498,7.14571,3.2,2.8,0.4,75.5
,79.90505,7.14591,3.2,2.8,0.4,75.5
,79.93165,7.08011,3.2,2.8,0.4,69.5
,80.04409,7.08561,3.2,2.8,0.4,58.9
,80.04276,7.08635,3.2,2.8,0.4,59.0
,79.9343,7.08832,3.2,2.8,0.4,69.6
,79.93446,7.0884,3.2,2.8,0.4,69.6
,79.93434,7.0884,3.2,2.8,0.4,69.6
,79.93425,7.08842,3.2,2.8,0.4,69.7
,80.01521,7.08308,3.2,2.8,0.4,61.5
,79.9292,7.08736,3.2,2.8,0.4,70.1
,80.02319,7.06308,3.2,2.8,0.4,59.6
,80.03315,7.07839,3.2,2.8,0.4,59.5
,79.92011,7.08893,3.2,2.8,0.4,71.1
,79.92464,7.08596,3.2,2.8,0.4,70.5
,79.91681,7.08943,3.2,2.8,0.4,71.4
,79.91676,7.08933,3.2,2.8,0.4,71.4
,79.91745,7.08734,3.2,2.8,0.4,71.3
,80.04728,7.09462,3.2,2.8,0.4,59.1
,79.918,7.08585,3.2,2.8,0.4,71.2
,79.91751,7.08718,3.2,2.8,0.4,71.3
,80.04815,7.09213,3.2,2.8,0.4,58.9
,80.04822,7.09218,3.2,2.8,0.4,58.9
,79.91492,7.08382,3.2,2.8,0.4,71.4
,80.02061,7.08205,3.2,2.8,0.4,60.9
,80.02023,7.08346,3.2,2.8,0.4,61.0
,79.91444,7.14981,3.2,2.8,0.4,74.8
,79.8903,7.10543,3.2,2.8,0.4,74.8
,79.89018,7.10097,3.2,2.8,0.4,74.6
,79.9683,7.05608,3.2,2.8,0.4,64.7
,79.96845,7.05622,3.2,2.8,0.4,64.7
,79.9805,7.03675,3.2,2.8,0.4,62.6
,79.98064,7.03665,3.2,2.8,0.4,62.6
,79.99776,7.04191,3.2,2.8,0.4,61.1
,79.96262,7.04801,3.2,2.8,0.4,64.9
,79.91157,7.0716,3.2,2.8,0.4,71.1
,79.99759,7.04173,3.2,2.8,0.4,61.1
,79.99766,7.0417,3.2,2.8,0.4,61.1
,80.02168,7.0423,3.2,2.8,0.4,58.7
,79.97897,7.03854,3.2,2.8,0.4,62.8
,79.97918,7.03772,3.2,2.8,0.4,62.8
,79.97904,7.03857,3.2,2.8,0.4,62.8
,79.97932,7.0376,3.2,2.8,0.4,62.8
,79.97577,7.03849,3.2,2.8,0.4,63.2
,79.97579,7.03838,3.2,2.8,0.4,63.2
,79.97971,7.03733,3.2,2.8,0.4,62.7
,80.02111,7.04298,3.2,2.8,0.4,58.8
,80.02098,7.04293,3.2,2.8,0.4,58.8
,79.97886,7.04474,3.2,2.8,0.4,63.1
,80.01132,7.04137,3.2,2.8,0.4,59.7
,80.01822,7.03109,3.2,2.8,0.4,58.6
,80.01804,7.03093,3.2,2.8,0.4,58.6
,79.97236,7.03592,3.2,2.8,0.4,63.4
,79.93544,7.09019,3.2,2.8,0.4,69.6
Nadunuyana Public Hall,79.96798,7.04336,3.2,2.8,0.4,64.2
,79.96228,7.04492,3.2,2.8,0.4,64.8
,79.96236,7.04511,3.2,2.8,0.4,64.8
,79.9331,7.09472,3.2,2.8,0.4,70.1
,79.93285,7.09457,3.2,2.8,0.4,70.1
,79.93301,7.09471,3.2,2.8,0.4,70.1
,79.9624,7.04528,3.2,2.8,0.4,64.8
,79.92867,7.09182,3.2,2.8,0.4,70.4
,79.96253,7.04529,3.2,2.8,0.4,64.8
,79.98974,7.03961,3.2,2.8,0.4,61.8
,79.9706,7.03288,3.2,2.8,0.4,63.5
,79.92324,7.09347,3.2,2.8,0.4,71.0
,79.96389,7.03642,6.4,6.0,0.4,64.3
,80.02657,7.03577,3.2,2.8,0.4,57.9
,80.02652,7.03584,3.2,2.8,0.4,57.9
,80.02643,7.03593,3.2,2.8,0.4,58.0
,79.9146,7.09543,3.2,2.8,0.4,71.9
,79.96293,7.04262,3.2,2.8,0.4,64.7
,79.96294,7.04251,3.2,2.8,0.4,64.6
,79.89086,7.09462,3.2,2.8,0.4,74.3
,79.90211,7.07144,3.2,2.8,0.4,72.1
,79.90201,7.07146,3.2,2.8,0.4,72.1
,79.98204,7.03541,3.2,2.8,0.4,62.4
,79.99974,7.03755,3.2,2.8,0.4,60.7
,79.99602,7.03635,3.2,2.8,0.4,61.0
,80.00297,7.03865,3.2,2.8,0.4,60.4
,80.00708,7.0357,3.2,2.8,0.4,59.9
,80.00699,7.03567,3.2,2.8,0.4,59.9
,80.00685,7.03549,3.2,2.8,0.4,59.9
,79.99916,7.0323,3.2,2.8,0.4,60.5
,80.00233,7.0327,3.2,2.8,0.4,60.2
,79.99917,7.03218,3.2,2.8,0.4,60.5
,79.89848,7.06595,3.2,2.8,0.4,72.2
,79.99956,7.03417,3.2,2.8,0.4,60.6
,79.9983,7.08636,3.2,2.8,0.4,63.3
,80.00742,7.09006,6.4,6.0,0.4,62.6
,79.99109,7.05484,3.2,2.8,0.4,62.4
,79.98427,7.06763,3.2,2.8,0.4,63.7
,79.95755,7.07337,3.2,2.8,0.4,66.6
,80.03358,7.04202,3.2,2.8,0.4,57.5
,79.9888,7.09108,3.2,2.8,0.4,64.5
,79.91447,7.09536,3.2,2.8,0.4,72.0
,79.91883,7.08668,6.4,6.0,0.4,71.1
,79.94958,7.08048,3.2,2.8,0.4,67.8
,79.94973,7.08054,3.2,2.8,0.4,67.7
,80.01321,7.05713,3.2,2.8,0.4,60.3
,79.94252,7.066,3.2,2.8,0.4,67.8
,79.9272,7.06256,3.2,2.8,0.4,69.2
,79.92699,7.06247,3.2,2.8,0.4,69.2
,79.92718,7.06245,3.2,2.8,0.4,69.2
,79.99324,7.03382,3.2,2.8,0.4,61.2
,79.94243,7.06625,3.2,2.8,0.4,67.8
,79.92889,7.06056,3.2,2.8,0.4,68.9
,80.00338,7.03174,3.2,2.8,0.4,60.1
,80.00346,7.03165,3.2,2.8,0.4,60.1
,80.00337,7.03182,3.2,2.8,0.4,60.1
,79.99248,7.03276,3.2,2.8,0.4,61.2
,80.00911,7.02674,3.2,2.8,0.4,59.3
,80.00919,7.02664,3.2,2.8,0.4,59.3
,80.00955,7.02724,3.2,2.8,0.4,59.3
,79.94166,7.06703,6.4,6.0,0.4,67.9
,79.9401,7.06509,3.2,2.8,0.4,68.0
,80.01279,7.0341,3.2,2.8,0.4,59.2
,80.02399,7.02192,3.2,2.8,0.4,57.6
,80.02643,7.03498,3.2,2.8,0.4,57.9
,80.02871,7.03166,3.2,2.8,0.4,57.5
,80.02717,7.03456,3.2,2.8,0.4,57.8
,80.027,7.03444,3.2,2.8,0.4,57.8
,80.02808,7.03508,3.2,2.8,0.4,57.8
,80.02877,7.03166,3.2,2.8,0.4,57.5
,80.02811,7.03511,3.2,2.8,0.4,57.8
,80.0264,7.03511,3.2,2.8,0.4,57.9
,80.02452,7.03459,3.2,2.8,0.4,58.1
,80.02469,7.03451,3.2,2.8,0.4,58.1
,79.93173,7.06719,3.2,2.8,0.4,68.9
,79.93428,7.06769,3.2,2.8,0.4,68.7
,80.00298,7.01134,3.2,2.8,0.4,59.2
,80.0232,7.01536,3.2,2.8,0.4,57.3
,80.02329,7.01536,3.2,2.8,0.4,57.3
,79.93087,7.06609,3.2,2.8,0.4,68.9
,80.03,7.02773,3.2,2.8,0.4,57.2
,80.00071,7.03013,3.2,2.8,0.4,60.3
,80.00079,7.03018,3.2,2.8,0.4,60.3
,80.02545,7.09608,3.2,2.8,0.4,61.2
,80.02898,7.09619,3.2,2.8,0.4,60.9
,79.94438,7.09801,3.2,2.8,0.4,69.1
,79.94425,7.09809,3.2,2.8,0.4,69.2
,79.94692,7.05996,3.2,2.8,0.4,67.0
,80.00166,7.07634,3.2,2.8,0.4,62.4
,80.01374,7.10098,6.4,6.0,0.4,62.6
,79.97861,7.08242,3.2,2.8,0.4,65.0
,80.00423,7.054,3.2,2.8,0.4,61.0
,80.0265,7.10942,3.2,2.8,0.4,61.9
,79.93532,7.10688,3.2,2.8,0.4,70.5
,80.00385,7.09718,3.2,2.8,0.4,63.3
,80.00395,7.09713,3.2,2.8,0.4,63.3
,80.01774,7.09748,3.2,2.8,0.4,62.0
,80.01153,7.09592,3.2,2.8,0.4,62.5
,80.00806,7.10125,3.2,2.8,0.4,63.2
,79.99042,7.08946,3.2,2.8,0.4,64.2
,79.97809,7.09757,3.2,2.8,0.4,65.8
,80.0117,7.05889,3.2,2.8,0.4,60.5
,80.0131,7.08275,3.2,2.8,0.4,61.7
,80.03789,7.10422,3.2,2.8,0.4,60.5
,80.00428,7.054,3.2,2.8,0.4,61.0
,80.00431,7.05393,3.2,2.8,0.4,61.0
,79.99921,7.06089,3.2,2.8,0.4,61.9
Kossinna Post Office,79.96659,7.04737,3.2,2.8,0.4,64.5
,79.99628,7.05349,3.2,2.8,0.4,61.8
,80.01332,7.06537,3.2,2.8,0.4,60.7
,80.00817,7.08683,3.2,2.8,0.4,62.4
,80.01298,7.01701,3.2,2.8,0.4,58.5
,79.99762,7.06806,3.2,2.8,0.4,62.4
,80.00553,7.04835,3.2,2.8,0.4,60.6
,80.03442,7.07634,3.2,2.8,0.4,59.3
,80.01982,7.06002,3.2,2.8,0.4,59.8
,79.99811,7.04244,3.2,2.8,0.4,61.1
,80.02315,7.06288,3.2,2.8,0.4,59.6
,79.94274,7.07721,3.2,2.8,0.4,68.3
,79.94266,7.07728,3.2,2.8,0.4,68.3
,79.95061,7.06243,3.2,2.8,0.4,66.8
,79.97175,7.02964,3.2,2.8,0.4,63.2
,79.94998,7.05888,3.2,2.8,0.4,66.7
,79.9338,7.07832,3.2,2.8,0.4,69.2
,79.94001,7.06491,3.2,2.8,0.4,68.0
,79.93461,7.10406,3.2,2.8,0.4,70.4
,79.93471,7.10413,3.2,2.8,0.4,70.4
,79.95338,7.07823,3.2,2.8,0.4,67.3
,79.95335,7.07832,3.2,2.8,0.4,67.3
,79.9495,7.08053,3.2,2.8,0.4,67.8
,79.94947,7.08057,3.2,2.8,0.4,67.8
,79.96175,7.03814,3.2,2.8,0.4,64.6
,79.97891,7.04485,3.2,2.8,0.4,63.1
,80.01346,7.06533,3.2,2.8,0.4,60.7
,79.93443,7.06778,3.2,2.8,0.4,68.7
,79.99638,7.07733,3.2,2.8,0.4,63.0
,79.9796,7.03351,3.2,2.8,0.4,62.6
,80.01942,7.06633,3.2,2.8,0.4,60.2
,79.98418,7.08915,3.2,2.8,0.4,64.8
,80.0197,7.11018,3.2,2.8,0.4,62.6
,80.0197,7.11028,3.2,2.8,0.4,62.6
,80.01466,7.083,6.4,6.0,0.4,61.5
,79.97375,7.03451,3.2,2.8,0.4,63.2
,80.03945,7.09002,3.2,2.8,0.4,59.6
,80.04395,7.08561,3.2,2.8,0.4,58.9
,80.04267,7.08641,3.2,2.8,0.4,59.0
,80.03536,7.07701,3.2,2.8,0.4,59.2
,79.96616,7.07601,3.2,2.8,0.4,65.9
,80.03772,7.1042,3.2,2.8,0.4,60.5
,79.976,7.03845,3.2,2.8,0.4,63.1
,79.89062,7.08245,3.2,2.8,0.4,73.7
,79.88828,7.07921,3.2,2.8,0.4,73.8
,80.04513,7.09967,3.2,2.8,0.4,59.6
,79.99882,7.0674,3.2,2.8,0.4,62.2
,79.92461,7.06949,3.2,2.8,0.4,69.7
,79.93289,7.07121,3.2,2.8,0.4,69.0
,79.96965,7.0584,3.2,2.8,0.4,64.7
,79.88802,7.0829,3.2,2.8,0.4,74.0
,79.88784,7.08292,3.2,2.8,0.4,74.0
,79.88795,7.08281,3.2,2.8,0.4,74.0
,79.88782,7.08284,3.2,2.8,0.4,74.0
,79.94968,7.08461,3.2,2.8,0.4,67.9
,80.02322,7.10995,3.2,2.8,0.4,62.2
,80.02312,7.11002,3.2,2.8,0.4,62.3
,80.02786,7.08832,3.2,2.8,0.4,60.6
,80.03071,7.08753,3.2,2.8,0.4,60.2
,79.89089,7.09441,3.2,2.8,0.4,74.3
,79.89095,7.09458,3.2,2.8,0.4,74.3
,80.04686,7.09314,3.2,2.8,0.4,59.0
,80.04821,7.09209,3.2,2.8,0.4,58.8
,79.89102,7.09337,3.2,2.8,0.4,74.2
,79.88965,7.10461,3.2,2.8,0.4,74.9
,79.88983,7.1045,3.2,2.8,0.4,74.8
,79.89191,7.10577,3.2,2.8,0.4,74.7
,79.89183,7.10578,3.2,2.8,0.4,74.7
,80.00315,7.04068,3.2,2.8,0.4,60.5
,79.96307,7.04294,3.2,2.8,0.4,64.7
,79.96278,7.0479,3.2,2.8,0.4,64.9
,79.9148,7.08365,3.2,2.8,0.4,71.4
,79.9091,7.08353,3.2,2.8,0.4,71.9
,79.90921,7.08333,3.2,2.8,0.4,71.9
,79.90914,7.08336,3.2,2.8,0.4,71.9
,79.91123,7.08123,3.2,2.8,0.4,71.6
,79.91948,7.10485,3.2,2.8,0.4,71.9
,79.90729,7.07951,3.2,2.8,0.4,71.9
,79.91156,7.07139,3.2,2.8,0.4,71.1
,79.91157,7.09442,3.2,2.8,0.4,72.2
,79.91145,7.09451,3.2,2.8,0.4,72.2
,79.91154,7.09462,3.2,2.8,0.4,72.2
,79.91207,7.09592,3.2,2.8,0.4,72.2
,79.91445,7.09546,3.2,2.8,0.4,72.0
,79.91214,7.09583,3.2,2.8,0.4,72.2
,79.99936,7.06038,3.2,2.8,0.4,61.8
,79.91486,7.06705,3.2,2.8,0.4,70.6
,79.98096,7.04752,3.2,2.8,0.4,63.1
,79.96121,7.06695,3.2,2.8,0.4,65.9
,79.96121,7.06688,3.2,2.8,0.4,65.9
,79.98995,7.04853,3.2,2.8,0.4,62.2
,79.96453,7.05722,3.2,2.8,0.4,65.2
,79.91367,7.12593,3.2,2.8,0.4,73.6
,80.0479,7.10824,3.2,2.8,0.4,59.8
,79.96244,7.06269,3.2,2.8,0.4,65.6
,79.95247,7.06699,3.2,2.8,0.4,66.8
,80.01093,7.07699,3.2,2.8,0.4,61.6
garage,79.88379,7.13969,3.2,2.8,0.4,77.2
,79.88381,7.13979,3.2,2.8,0.4,77.2
,79.88373,7.13991,3.2,2.8,0.4,77.2
Pagoda,79.96196,7.03826,3.2,2.8,0.4,64.6
,79.9147,7.0746,3.2,2.8,0.4,71.0
,79.88747,7.11209,3.2,2.8,0.4,75.5
,79.88765,7.11212,3.2,2.8,0.4,75.4
,79.88757,7.11212,3.2,2.8,0.4,75.4
,79.88783,7.12167,3.2,2.8,0.4,75.9
,79.91368,7.12605,3.2,2.8,0.4,73.6
,79.92033,7.1243,3.2,2.8,0.4,72.9
,79.92247,7.14581,3.2,2.8,0.4,73.8
,79.92183,7.14639,3.2,2.8,0.4,73.9
,79.93142,7.1491,3.2,2.8,0.4,73.1
,79.93162,7.14922,3.2,2.8,0.4,73.1
,79.93158,7.14912,3.2,2.8,0.4,73.1
,79.93159,7.14902,3.2,2.8,0.4,73.1
,79.95589,7.06991,3.2,2.8,0.4,66.6
,79.88364,7.13984,3.2,2.8,0.4,77.2
,79.90219,7.07137,3.2,2.8,0.4,72.1
,79.89835,7.066,3.2,2.8,0.4,72.2
,79.933,7.09452,3.2,2.8,0.4,70.1
,79.89852,7.062,9.6,9.2,0.4,72.0
,79.92044,7.13385,3.2,2.8,0.4,73.4
Stupa,80.21533,6.02699,6.4,6.0,0.4,92.1
,80.35354,6.68532,3.2,2.8,0.4,21.2
,80.35468,6.64427,3.2,2.8,0.4,24.3
,80.35626,6.64561,3.2,2.8,0.4,24.1
,80.59791,7.268,3.2,2.8,0.4,51.9
,79.92501,7.03013,6.4,6.0,0.4,68.0
,80.27346,7.81714,3.2,2.8,0.4,114.2
,80.27188,7.81571,3.2,2.8,0.4,114.1
,80.27179,7.81632,3.2,2.8,0.4,114.1
,80.27183,7.81648,3.2,2.8,0.4,114.2
,80.27495,7.81804,3.2,2.8,0.4,114.3
,80.27346,7.81732,3.2,2.8,0.4,114.2
,80.274,7.81936,3.2,2.8,0.4,114.4
,80.12169,6.61512,3.2,2.8,0.4,47.0
,80.0966,6.70283,3.2,2.8,0.4,46.1
,80.09882,6.62999,3.2,2.8,0.4,48.5
,80.09873,6.62988,3.2,2.8,0.4,48.5
,80.10108,6.63046,3.2,2.8,0.4,48.3
,80.10117,6.63032,3.2,2.8,0.4,48.3
,80.07846,6.64733,3.2,2.8,0.4,49.9
,80.08178,6.67503,3.2,2.8,0.4,48.5
,80.10168,6.71402,3.2,2.8,0.4,45.2
,80.09801,6.70867,3.2,2.8,0.4,45.8
,80.09649,6.71879,3.2,2.8,0.4,45.7
,80.09452,6.70474,3.2,2.8,0.4,46.2
,80.09906,6.69729,3.2,2.8,0.4,46.0
,80.099,6.69717,3.2,2.8,0.4,46.0
,80.08692,6.65813,3.2,2.8,0.4,48.6
,80.06921,6.66338,3.2,2.8,0.4,50.2
,80.06914,6.66336,3.2,2.8,0.4,50.2
,80.08426,6.68014,3.2,2.8,0.4,48.1
,80.06901,6.66342,3.2,2.8,0.4,50.2
,80.06906,6.66353,3.2,2.8,0.4,50.2
,80.07652,6.65093,3.2,2.8,0.4,49.9
,80.08572,6.69855,3.2,2.8,0.4,47.4
,80.08468,6.69839,3.2,2.8,0.4,47.5
,80.08703,6.69387,3.2,2.8,0.4,47.3
,80.09923,6.72216,3.2,2.8,0.4,45.3
,80.21363,6.36383,3.2,2.8,0.4,58.5
,80.36414,6.65593,3.2,2.8,0.4,22.6
,80.35989,6.63932,3.2,2.8,0.4,24.3
,80.36336,6.6354,3.2,2.8,0.4,24.4
,80.36329,6.63523,3.2,2.8,0.4,24.4
,80.35294,6.64887,3.2,2.8,0.4,24.0
,80.36437,6.67135,3.2,2.8,0.4,21.4
,80.34252,6.70243,3.2,2.8,0.4,21.0
,80.08716,6.65803,3.2,2.8,0.4,48.6
,80.06943,6.68601,3.2,2.8,0.4,49.5
,80.10127,6.63049,3.2,2.8,0.4,48.3
,80.09016,6.64383,3.2,2.8,0.4,48.8
,80.05741,6.65367,3.2,2.8,0.4,51.8
,80.2831,6.6291,3.2,2.8,0.4,31.1
,80.38976,6.63912,3.2,2.8,0.4,22.4
,80.25481,6.21196,3.2,2.8,0.4,71.4
,80.25715,6.21174,6.4,6.0,0.4,71.3
,80.31018,6.7071,3.2,2.8,0.4,23.8
,80.39924,6.61708,3.2,2.8,0.4,24.0
,80.25884,6.22042,3.2,2.8,0.4,70.4
,80.39073,6.66565,3.2,2.8,0.4,19.9
,80.39061,6.66583,3.2,2.8,0.4,19.9
,80.07558,6.69858,3.2,2.8,0.4,48.4
,80.35353,6.68516,3.2,2.8,0.4,21.2
,80.05712,6.65431,3.2,2.8,0.4,51.8
,80.35327,6.63385,3.2,2.8,0.4,25.3
,80.38907,6.66735,3.2,2.8,0.4,19.9
,80.38891,6.66733,3.2,2.8,0.4,19.9
,80.389,6.66745,3.2,2.8,0.4,19.9
,80.06793,6.65583,3.2,2.8,0.4,50.6
,80.06926,6.66361,3.2,2.8,0.4,50.2
,80.38979,6.63903,3.2,2.8,0.4,22.4
,80.2906,6.70954,6.4,6.0,0.4,25.6
,80.33169,6.70743,3.2,2.8,0.4,21.7
,80.39073,6.66585,3.2,2.8,0.4,19.9
,80.34269,6.70236,3.2,2.8,0.4,21.0
,80.36533,6.69255,3.2,2.8,0.4,19.7
,80.35302,6.64887,3.2,2.8,0.4,24.0
,80.35341,6.64669,3.2,2.8,0.4,24.2
,80.35461,6.6442,3.2,2.8,0.4,24.3
,80.35971,6.6459,3.2,2.8,0.4,23.8
,80.35471,6.64414,3.2,2.8,0.4,24.3
,80.21141,6.36204,3.2,2.8,0.4,58.8
,80.21134,6.36202,3.2,2.8,0.4,58.8
,80.2113,6.362,3.2,2.8,0.4,58.9
,80.22292,6.36543,3.2,2.8,0.4,57.8
,80.08702,6.65818,3.2,2.8,0.4,48.6
,80.0965,6.70292,3.2,2.8,0.4,46.1
,80.09959,6.70078,3.2,2.8,0.4,45.8
,80.08558,6.69844,3.2,2.8,0.4,47.4
,80.08712,6.69385,3.2,2.8,0.4,47.3
multi purpose building,79.96292,6.57696,9.6,9.2,0.4,64.6
Cargills food city,79.94834,7.00028,6.4,6.0,0.4,64.5
,80.27402,7.81947,3.2,2.8,0.4,114.4
,80.07803,6.67538,3.2,2.8,0.4,48.9
samagi building,79.83078,7.4126,6.0,5.6,0.4,99.5
,80.27423,7.81375,3.2,2.8,0.4,113.8
,80.27426,7.81358,3.2,2.8,0.4,113.8
,80.27234,7.81473,3.2,2.8,0.4,114.0
,79.95912,7.0576,3.2,2.9,0.3,65.7
,79.95986,7.05551,3.2,2.9,0.3,65.5
,79.96248,7.06203,3.2,2.9,0.3,65.6
,80.00761,7.08963,3.2,2.9,0.3,62.6
,79.96144,7.06799,3.2,2.9,0.3,66.0
,79.96148,7.06812,3.2,2.9,0.3,66.0
,80.00269,7.02204,3.2,2.9,0.3,59.7
,80.00297,7.02222,3.2,2.9,0.3,59.7
,80.01759,7.01525,3.2,2.9,0.3,57.9
,79.93033,7.10036,3.2,2.9,0.3,70.6
,79.9541,7.0707,3.2,2.9,0.3,66.8
,79.95146,7.06588,3.2,2.9,0.3,66.9
,79.94908,7.06336,3.2,2.9,0.3,67.0
,79.95175,7.05967,3.2,2.9,0.3,66.5
,79.95179,7.05975,3.2,2.9,0.3,66.5
Kamburugamuwa,80.49405,5.94086,3.2,2.9,0.3,96.0
,79.97121,7.06346,3.2,2.9,0.3,64.8
,79.97125,7.06335,3.2,2.9,0.3,64.8
,79.97487,7.06805,3.2,2.9,0.3,64.6
,79.97338,7.05006,3.2,2.9,0.3,63.9
,79.97825,7.04889,3.2,2.9,0.3,63.4
,79.96477,7.06743,3.2,2.9,0.3,65.6
,79.96468,7.06763,3.2,2.9,0.3,65.6
,79.97958,7.08233,3.2,2.9,0.3,64.9
,79.97455,7.08153,3.2,2.9,0.3,65.3
,79.97025,7.0816,3.2,2.9,0.3,65.8
,79.97682,7.09744,3.2,2.9,0.3,66.0
,79.94995,7.08598,3.2,2.9,0.3,68.0
,79.94978,7.08582,3.2,2.9,0.3,68.0
,79.9848,7.09044,3.2,2.9,0.3,64.8
,79.9672,7.05052,3.2,2.9,0.3,64.6
,79.96737,7.05047,3.2,2.9,0.3,64.6
,79.96676,7.04825,3.2,2.9,0.3,64.5
,79.96873,7.05,3.2,2.9,0.3,64.4
,79.95958,7.06366,3.2,2.9,0.3,66.0
,79.96544,7.07184,3.2,2.9,0.3,65.8
St. Anne's Church,79.96524,7.07192,3.2,2.9,0.3,65.8
,79.95411,7.09373,3.2,2.9,0.3,68.0
,79.98841,7.06429,3.2,2.9,0.3,63.1
,80.01294,7.0572,3.2,2.9,0.3,60.3
,80.00797,7.05146,3.2,2.9,0.3,60.5
,79.95221,7.09335,3.2,2.9,0.3,68.1
,79.95227,7.09323,3.2,2.9,0.3,68.1
,79.94889,7.07794,3.2,2.9,0.3,67.7
,79.94903,7.07576,3.2,2.9,0.3,67.6
,80.00546,7.09554,3.2,2.9,0.3,63.1
,80.0055,7.09638,3.2,2.9,0.3,63.1
,79.95156,7.08023,3.2,2.9,0.3,67.5
,79.95138,7.08011,3.2,2.9,0.3,67.6
,79.95673,7.08062,3.2,2.9,0.3,67.1
,79.95654,7.0806,3.2,2.9,0.3,67.1
,79.94952,7.07967,3.2,2.9,0.3,67.7
,80.0119,7.05854,3.2,2.9,0.3,60.5
,80.03746,7.08106,6.4,6.1,0.3,59.2
,80.03791,7.0806,3.2,2.9,0.3,59.2
,80.01451,7.09683,3.2,2.9,0.3,62.3
,80.03745,7.08088,6.4,6.1,0.3,59.2
,79.93351,7.1042,6.4,6.1,0.3,70.5
,79.93529,7.1055,3.2,2.9,0.3,70.4
,79.96132,7.07585,3.2,2.9,0.3,66.4
,80.00329,7.06258,3.2,2.9,0.3,61.6
,79.95367,7.08079,3.2,2.9,0.3,67.4
,79.94705,7.0818,3.2,2.9,0.3,68.1
,79.98459,7.0676,3.2,2.9,0.3,63.7
,79.98469,7.06746,3.2,2.9,0.3,63.6
,80.0133,7.09033,3.2,2.9,0.3,62.1
,79.95363,7.07375,3.2,2.9,0.3,67.0
,80.01021,7.08997,3.2,2.9,0.3,62.3
,79.99453,7.06026,3.2,2.9,0.3,62.3
,79.96248,7.07865,3.2,2.9,0.3,66.4
,79.99303,7.0668,3.2,2.9,0.3,62.8
,79.99317,7.06662,3.2,2.9,0.3,62.8
,79.99506,7.06401,3.2,2.9,0.3,62.4
,79.99492,7.06413,3.2,2.9,0.3,62.5
,79.95101,7.07072,3.2,2.9,0.3,67.1
,79.95093,7.07063,3.2,2.9,0.3,67.1
,79.9897,7.04727,3.2,2.9,0.3,62.2
,79.98988,7.04708,3.2,2.9,0.3,62.1
,79.95209,7.07296,3.2,2.9,0.3,67.1
,79.95194,7.07295,3.2,2.9,0.3,67.2
,79.98766,7.0453,3.2,2.9,0.3,62.3
,79.98817,7.04275,3.2,2.9,0.3,62.1
,79.94463,7.07368,3.2,2.9,0.3,67.9
,79.94471,7.07383,3.2,2.9,0.3,67.9
,79.94221,7.07241,3.2,2.9,0.3,68.1
,80.03958,7.09667,3.2,2.9,0.3,59.9
,80.0397,7.09668,3.2,2.9,0.3,59.9
,80.03373,7.081,3.2,2.9,0.3,59.6
,80.03758,7.10006,3.2,2.9,0.3,60.3
Kaluarachchi Hardware,79.92885,7.10319,3.2,2.9,0.3,70.9
,80.0387,7.09008,3.2,2.9,0.3,59.6
,80.01942,7.05419,3.2,2.9,0.3,59.6
,80.01402,7.05189,3.2,2.9,0.3,60.0
,80.00423,7.07109,3.2,2.9,0.3,61.9
,80.01769,7.05244,3.2,2.9,0.3,59.6
,80.01714,7.05679,3.2,2.9,0.3,59.9
,80.01857,7.05672,3.2,2.9,0.3,59.8
,80.01724,7.05685,3.2,2.9,0.3,59.9
,80.01727,7.05678,3.2,2.9,0.3,59.9
,79.97143,7.03281,3.2,2.9,0.3,63.4
,80.01175,7.08843,3.2,2.9,0.3,62.1
,80.03734,7.11088,6.4,6.1,0.3,61.0
,79.99611,7.07701,3.2,2.9,0.3,63.0
,79.99382,7.0757,6.4,6.1,0.3,63.2
,80.001,7.06685,3.2,2.9,0.3,62.0
,79.99622,7.07624,3.2,2.9,0.3,62.9
,79.99651,7.07593,3.2,2.9,0.3,62.9
,79.92649,7.07085,3.2,2.9,0.3,69.6
,79.99807,7.08648,3.2,2.9,0.3,63.3
,79.99812,7.08668,3.2,2.9,0.3,63.3
,79.997,7.0859,6.4,6.1,0.3,63.4
,79.97848,7.06613,3.2,2.9,0.3,64.2
,79.98712,7.07639,3.2,2.9,0.3,63.8
,79.98656,7.07474,3.2,2.9,0.3,63.8
,80.0009,7.06672,3.2,2.9,0.3,62.0
,80.00102,7.06667,3.2,2.9,0.3,62.0
,80.00082,7.06671,3.2,2.9,0.3,62.0
,80.00096,7.09086,3.2,2.9,0.3,63.3
,79.99996,7.09083,3.2,2.9,0.3,63.4
,79.98855,7.09106,3.2,2.9,0.3,64.5
,79.9887,7.09112,3.2,2.9,0.3,64.5
,80.01996,7.0911,3.2,2.9,0.3,61.5
,80.04529,7.10247,6.4,6.1,0.3,59.7
,80.01857,7.09497,3.2,2.9,0.3,61.8
,80.01139,7.07547,3.2,2.9,0.3,61.4
,80.01163,7.07538,3.2,2.9,0.3,61.4
,80.05167,7.10961,3.2,2.9,0.3,59.6
