name,place,lon,lat,distance_km,bearing_to_summit_deg,required_height_m,visibility,angular_height_deg,sunrise_align_1,sunrise_align_2
Periyakulam,village,80.51981,8.93923,235.5,180.6,30000.0,never,,,
Eramadu,village,80.89059,8.90436,235.6,190.6,30000.0,never,,,
Samalankulam,village,80.58635,8.94264,236.1,182.4,30000.0,never,,,
Vedivaithakallu,village,80.68768,8.9373,236.2,185.1,30000.0,never,,,
Palampiddy,village,80.21314,8.9286,236.5,172.4,30000.0,never,,,
Palaiyavaadi,village,80.54763,8.949,236.7,181.3,30000.0,never,,,
Periya Valayankaddu,village,80.33712,8.9448,236.8,175.7,30000.0,never,,,
Pudavaikaddikulam,village,80.63562,8.94716,236.9,183.7,30000.0,never,,,
Padavisripura,village,80.81406,8.92877,236.9,188.4,30000.0,never,,,
Nochikulam,village,80.59226,8.95042,237.0,182.5,30000.0,never,,,
Kovilkunchukulam,village,80.38827,8.94952,237.0,177.1,30000.0,never,,,
Paalaiyadi Kulam,village,80.05035,8.90485,237.0,168.0,30000.0,never,,,
Kovilpuliyankulam,village,80.67349,8.9501,237.5,184.7,30000.0,never,,,
Sapumalthenna,village,80.75113,8.94327,237.6,186.7,30000.0,never,,,
Chinna Valayankaddu,village,80.33963,8.95481,237.9,175.8,30000.0,never,,,
Kaddupoovarasankulam,village,80.70417,8.95306,238.1,185.5,30000.0,never,,,
Parappukadanthan,village,80.06227,8.91961,238.3,168.4,30000.0,never,,,
Puliyankulam,town,80.52497,8.96526,238.4,180.7,30000.0,never,,,
Amarivayal,village,80.92421,8.92319,238.4,191.3,30000.0,never,,,
Unchalkaddi,village,80.65354,8.96276,238.7,184.1,30000.0,never,,,
Vankalai,village,79.93323,8.89393,238.8,164.9,30000.0,never,,,
Valliyapalai,village,80.32041,8.96486,239.2,175.3,30000.0,never,,,
Anantharpuliyankulam,village,80.59494,8.9716,239.3,182.6,30000.0,never,,,
Maruthodai,village,80.67924,8.96595,239.3,184.8,30000.0,never,,,
Nikawewa South,village,80.76094,8.9587,239.4,186.9,30000.0,never,,,
Thuvaranery,village,80.57385,8.97869,240.0,182.0,30000.0,never,,,
Kanchuramoddai,village,80.69022,8.97205,240.1,185.1,30000.0,never,,,
Koraimoddai,village,80.65035,8.9784,240.4,184.0,30000.0,never,,,
Welioya,town,80.78138,8.96743,240.7,187.4,30000.0,never,,,
Ethawatunuwewa,village,80.74409,8.97369,240.8,186.5,30000.0,never,,,
Moondu Murippu,village,80.35437,8.98573,241.2,176.2,30000.0,never,,,
Sampathnuwara,village,80.77542,8.97458,241.4,187.3,30000.0,never,,,
Sinnapoovarasankulam,village,80.60024,8.99169,241.6,182.7,30000.0,never,,,
Adampan,village,79.99368,8.94008,242.1,166.8,30000.0,never,,,
Periyamadu,village,80.1693,8.97506,242.2,171.4,30000.0,never,,,
Kaddayar Perumal Kulam,village,80.29894,8.99008,242.2,174.8,30000.0,never,,,
Nochikulam,village,80.64163,8.99725,242.4,183.7,30000.0,never,,,
Paddaipirinthakulam,village,80.66414,8.99972,242.9,184.3,30000.0,never,,,
Mathiyaamadu,village,80.56954,9.00578,243.0,181.9,30000.0,never,,,
Ehetugaswewa,village,80.80264,8.98805,243.2,187.9,30000.0,never,,,
Katkulam,village,80.68113,9.00287,243.4,184.7,30000.0,never,,,
Manal Kerni,village,80.92235,8.97069,243.5,191.0,30000.0,never,,,
Ilamaruthankulam,village,80.33141,9.0045,243.5,175.7,30000.0,never,,,
Thennamaravady,village,80.91454,8.97564,243.9,190.8,30000.0,never,,,
Paddikudiyiruppu,village,80.69675,9.00574,243.9,185.1,30000.0,never,,,
Kiri-Ibbanwewa,village,80.82624,8.99624,244.5,188.5,30000.0,never,,,
Keerisuddan,village,80.6743,9.0148,244.6,184.5,30000.0,never,,,
Monarawewa,village,80.74007,9.00827,244.6,186.2,30000.0,never,,,
Thiruketheeswaram,village,79.96552,8.95985,245.0,166.2,30000.0,never,,,
Vadda Madu,village,80.88769,8.99205,245.1,190.1,30000.0,never,,,
Olumadu,village,80.30194,9.01968,245.4,175.0,30000.0,never,,,
Kalyanipura,village,80.77391,9.01179,245.4,187.1,30000.0,never,,,
Pillaiyinan Kulam,village,80.33782,9.02365,245.5,175.9,30000.0,never,,,
Nainamadu,village,80.5991,9.02839,245.6,182.6,30000.0,never,,,
Olumadu,village,80.66592,9.02921,246.2,184.3,30000.0,never,,,
Gajabapura,village,80.73292,9.02316,246.2,186.0,30000.0,never,,,
Puthukulam,village,80.50154,9.03715,246.4,180.1,30000.0,never,,,
Sannasiparanthan,village,80.62735,9.03808,246.9,183.3,30000.0,never,,,
Nedunkeni,village,80.36983,9.03935,247.0,176.7,30000.0,never,,,
Puthuvilankulam,village,80.4561,9.04282,247.0,178.9,30000.0,never,,,
Janakapura,village,80.84313,9.01789,247.1,188.8,30000.0,never,,,
Koddaikadu,village,80.07824,9.00551,247.3,169.2,30000.0,never,,,
Kokkilai,village,80.95139,9.00036,247.4,191.6,30000.0,never,,,
Konaiyan Kulam,village,80.33203,9.04003,247.4,175.8,30000.0,never,,,
Kanakarayankulam,town,80.51805,9.04701,247.5,180.5,30000.0,never,,,
Moopan Kulam,village,80.26774,9.03539,247.5,174.1,30000.0,never,,,
Paalaipaani,village,80.38916,9.04578,247.6,177.2,30000.0,never,,,
Sinnadampan,village,80.55892,9.05049,247.9,181.5,30000.0,never,,,
Chiraddi Kulam,village,80.24447,9.03782,248.0,173.5,30000.0,never,,,
Moddai,village,80.29676,9.043,248.0,174.9,30000.0,never,,,
Periyakulam,village,80.68967,9.04489,248.1,184.9,30000.0,never,,,
Panankamam,village,80.30716,9.04601,248.2,175.2,30000.0,never,,,
Aiyamperumal,village,80.3689,9.05172,248.4,176.7,30000.0,never,,,
Velankulam,village,80.62424,9.05495,248.7,183.2,30000.0,never,,,
Mannar,city,79.90439,8.98129,249.0,164.8,30000.0,never,,,
Othiyamalai,village,80.70771,9.05138,249.0,185.3,30000.0,never,,,
Uluvaneri,village,80.28512,9.05091,249.0,174.6,30000.0,never,,,
Senaippulavu,village,80.66934,9.05571,249.1,184.3,30000.0,never,,,
Periyamadu,village,80.5703,9.06357,249.4,181.8,30000.0,never,,,
Panichamadu,village,80.20728,9.04611,249.4,172.6,30000.0,never,,,
Naddankandal,village,80.29448,9.05623,249.5,174.9,30000.0,never,,,
Vingnanakulam,village,80.53013,9.06673,249.6,180.8,30000.0,never,,,
Vidathaltheevu,village,80.05139,9.0215,249.6,168.7,30000.0,never,,,
Nedunkerny,town,80.6608,9.06214,249.8,184.1,30000.0,never,,,
Kummakulam,village,80.39835,9.06658,249.9,177.5,30000.0,never,,,
Karappukuththi,village,80.54694,9.06937,250.0,181.2,30000.0,never,,,
Karunaaddukerni,village,80.92732,9.03122,250.2,190.9,30000.0,never,,,
Kidaipidiththakulam,village,80.33647,9.06706,250.3,175.9,30000.0,never,,,
Chalampan,village,80.25858,9.06182,250.5,174.0,30000.0,never,,,
Iruvil,village,80.27709,9.06378,250.5,174.4,30000.0,never,,,
Kulavisuddan,village,80.60242,9.07691,251.0,182.6,30000.0,never,,,
Pandiyankulam,village,80.3053,9.07107,251.0,175.2,30000.0,never,,,
Maraviluppai,village,80.64627,9.07536,251.1,183.7,30000.0,never,,,
Iramiyan Kulam,village,80.26653,9.06863,251.2,174.2,30000.0,never,,,
Mankindimalai,village,80.86966,9.05226,251.4,189.4,30000.0,never,,,
Maamadu,village,80.67814,9.07597,251.4,184.5,30000.0,never,,,
Palampaasi,village,80.69031,9.07792,251.7,184.8,30000.0,never,,,
Kumiladi Kulam,village,80.24337,9.07112,251.7,173.6,30000.0,never,,,
Kokkuthoduvai,village,80.91344,9.0526,252.2,190.4,30000.0,never,,,
Alaikallupoddakulam,village,80.65299,9.0854,252.3,183.9,30000.0,never,,,
Thekilpadanthaan,village,80.61585,9.08912,252.4,182.9,30000.0,never,,,
Maraikuddy,village,80.51337,9.09212,252.4,180.4,30000.0,never,,,
Vavunikulam,village,80.32732,9.09142,253.1,175.8,30000.0,never,,,
Vannarmaruthankulam,village,80.52988,9.09981,253.3,180.8,30000.0,never,,,
Toddaveli,village,79.87485,9.01335,253.3,164.3,30000.0,never,,,
Komparuththa Kulam,village,80.27725,9.0909,253.5,174.5,30000.0,never,,,
Thanduvan,village,80.67642,9.09594,253.6,184.4,30000.0,never,,,
Parappukal,village,80.24351,9.08891,253.7,173.7,30000.0,never,,,
Katkidanku,village,80.51314,9.10421,253.8,180.4,30000.0,never,,,
Panarakulam,village,80.65418,9.09983,253.9,183.9,30000.0,never,,,
Karumpuliyaan,village,80.2906,9.0962,253.9,174.9,30000.0,never,,,
Ambalpuram,village,80.36807,9.1074,254.5,176.8,30000.0,never,,,
Paali Nagar,village,80.32788,9.1073,254.8,175.8,30000.0,never,,,
Panainidakulam,village,80.55552,9.11468,255.0,181.4,30000.0,never,,,
Kollavilankulam,village,80.3499,9.11246,255.2,176.3,30000.0,never,,,
Thotta Paddi Madu,village,80.14198,9.08905,255.2,171.2,30000.0,never,,,
Poovarasankulam,village,80.27882,9.10707,255.3,174.6,30000.0,never,,,
Erukkalampiddi,village,79.87866,9.03336,255.3,164.5,30000.0,never,,,
Oddankulam,village,80.26597,9.1092,255.6,174.3,30000.0,never,,,
Kurunthan Kulam,village,80.16562,9.09726,255.7,171.8,30000.0,never,,,
Manavanchan,village,80.25554,9.11242,256.1,174.0,30000.0,never,,,
Ulaathuveli,village,80.88953,9.09327,256.2,189.7,30000.0,never,,,
Kathaliyarasamalankulam,village,80.65113,9.12217,256.3,183.8,30000.0,never,,,
Kuttimulai,village,80.24462,9.11328,256.3,173.8,30000.0,never,,,
Mankulam,town,80.44604,9.12835,256.5,178.7,30000.0,never,,,
Vannivilankulam,village,80.3989,9.12636,256.5,177.6,30000.0,never,,,
Thaddamalai,village,80.68316,9.1241,256.8,184.5,30000.0,never,,,
Aninchiyankulam,village,80.3145,9.12475,256.9,175.5,30000.0,never,,,
Karaiveddy Vembu,village,80.13748,9.10388,256.9,171.1,30000.0,never,,,
Iluppaikadavai,village,80.09605,9.10066,257.3,170.1,30000.0,never,,,
Periya Iththimadu,village,80.67374,9.13178,257.5,184.3,30000.0,never,,,
Anthoniyarpuram,village,80.08276,9.10157,257.6,169.8,30000.0,never,,,
Periya Puliyankulam,village,80.50758,9.13986,257.7,180.2,30000.0,never,,,
Yogapuram,village,80.29846,9.13178,257.8,175.1,30000.0,never,,,
Murunkaiyadi Puddy,village,80.12047,9.11097,257.9,170.7,30000.0,never,,,
Aandaankulam,village,80.8375,9.1215,258.4,188.3,30000.0,never,,,
Kodalikkallu,village,80.70929,9.13791,258.5,185.2,30000.0,never,,,
Murikandi,village,80.51448,9.14692,258.5,180.4,30000.0,never,,,
Inamalamadu,village,80.16594,9.12344,258.5,171.9,30000.0,never,,,
Olumadu,village,80.48343,9.15124,259.0,179.6,30000.0,never,,,
Karippaddamurippu,village,80.524,9.15271,259.1,180.6,30000.0,never,,,
Nallimurippu,village,80.67632,9.14593,259.1,184.3,30000.0,never,,,
Tayliankudiyiruppu,village,79.85241,9.0619,259.1,164.1,30000.0,never,,,
Punkanthalvu Madu,village,80.11518,9.1218,259.2,170.7,30000.0,never,,,
Puthukulam,village,80.66502,9.14797,259.3,184.1,30000.0,never,,,
Kalvilaan,village,80.23974,9.13995,259.3,173.7,30000.0,never,,,
Thunukkai,village,80.27087,9.14318,259.3,174.5,30000.0,never,,,
Mallavi,town,80.29231,9.14666,259.5,175.0,30000.0,never,,,
Thikkali,village,80.15168,9.13177,259.7,171.6,30000.0,never,,,
Thenduki,village,80.72501,9.14761,259.8,185.5,30000.0,never,,,
Thachadampan,village,80.50643,9.15941,259.9,180.2,30000.0,never,,,
Karisal,village,79.84179,9.06636,259.9,163.9,30000.0,never,,,
Oddusudan,town,80.65133,9.15544,260.0,183.7,30000.0,never,,,
Naayaaru,village,80.87799,9.1312,260.1,189.2,30000.0,never,,,
Manavalapaddamurippu,village,80.56298,9.16019,260.1,181.6,30000.0,never,,,
Pampaddy,village,80.12681,9.13964,260.9,171.0,30000.0,never,,,
Therankadal,village,80.30196,9.16234,261.1,175.3,30000.0,never,,,
Kallikaadu,village,80.73381,9.16168,261.4,185.7,30000.0,never,,,
Kumulamunai,village,80.81526,9.15277,261.5,187.7,30000.0,never,,,
Karuvelankandal,village,80.68987,9.16768,261.6,184.6,30000.0,never,,,
Alankulam,village,80.28573,9.16663,261.7,174.9,30000.0,never,,,
Panikkankulam,village,80.42519,9.17444,261.7,178.3,30000.0,never,,,
Karayankannaddi,village,80.1336,9.14925,261.9,171.2,30000.0,never,,,
Mundampiddy,village,80.11745,9.14644,261.9,170.8,30000.0,never,,,
Pulumachilanthikulam,village,80.47958,9.18176,262.4,179.6,30000.0,never,,,
Pesalai,town,79.82089,9.08484,262.5,163.5,30000.0,never,,,
Semmalai,village,80.86541,9.15577,262.6,188.8,30000.0,never,,,
Veddaiyadaippu,village,80.28871,9.1771,262.9,175.0,30000.0,never,,,
Kalmadu,village,80.13301,9.15811,262.9,171.2,30000.0,never,,,
Katchilaimadu,village,80.6624,9.18803,263.7,183.9,30000.0,never,,,
Thegilamavil Kayamoddai,village,80.19774,9.17743,264.0,172.8,30000.0,never,,,
Kulamurippu,village,80.70363,9.19018,264.2,184.9,30000.0,never,,,
Mullitidal,village,79.77797,9.08815,264.3,162.6,30000.0,never,,,
Alampil,village,80.85362,9.17446,264.4,188.5,30000.0,never,,,
Uyilankulam,village,80.28915,9.19519,264.9,175.0,30000.0,never,,,
Ambakamam,village,80.48846,9.21282,265.8,179.8,30000.0,never,,,
Vellankulam,town,80.13016,9.1862,266.0,171.3,30000.0,never,,,
Uduppukulam,village,80.82608,9.19726,266.5,187.8,30000.0,never,,,
Iyankankulam,village,80.32748,9.21495,266.7,176.0,30000.0,never,,,
Thenniyan Kulam,village,80.25091,9.2107,267.0,174.2,30000.0,never,,,
Thevampiddy,village,80.11259,9.19346,267.1,170.9,30000.0,never,,,
Maamoolai,village,80.78678,9.20835,267.2,186.8,30000.0,never,,,
Kerudamadu,village,80.68372,9.21914,267.3,184.4,30000.0,never,,,
Mullikulam,village,80.13766,9.19936,267.3,171.5,30000.0,never,,,
Talaimannar,town,79.73074,9.10552,267.7,161.6,30000.0,never,,,
Vellaimunthal,village,80.12082,9.20453,268.1,171.1,30000.0,never,,,
Kanukkerni,village,80.80278,9.21892,268.5,187.2,30000.0,never,,,
Mulliyawalai,town,80.77831,9.22551,268.9,186.6,30000.0,never,,,
Thaanneerootu,village,80.79073,9.2254,269.1,186.9,30000.0,never,,,
Kumarapuram,village,80.80507,9.22704,269.5,187.2,30000.0,never,,,
Koddaikaddiyakulam,village,80.27083,9.23625,269.6,174.7,30000.0,never,,,
Palayamurikandy,village,80.33266,9.24632,270.1,176.1,30000.0,never,,,
Pirappuvedduvaan,village,80.6924,9.25125,270.9,184.5,30000.0,never,,,
Puththuvedduvan,village,80.36924,9.25628,271.0,177.0,30000.0,never,,,
Silawaththai,village,80.82872,9.23922,271.1,187.7,30000.0,never,,,
Vattapalai,village,80.78318,9.25108,271.8,186.6,30000.0,never,,,
Ambalaperumalkulam,village,80.28053,9.26324,272.4,175.0,30000.0,never,,,
Kokavil,village,80.41254,9.27308,272.6,178.0,30000.0,never,,,
Mulankavil,town,80.14614,9.25044,272.7,171.9,30000.0,never,,,
Kallapaadu,village,80.82079,9.25602,272.9,187.5,30000.0,never,,,
Pilakudiyiruppu,village,80.72303,9.27334,273.6,185.2,30000.0,never,,,
Keppapulavu,village,80.75436,9.27438,274.0,185.9,30000.0,never,,,
Naachikudaa,village,80.12425,9.25943,274.1,171.4,30000.0,never,,,
Mullaitivu,city,80.81453,9.26985,274.3,187.3,30000.0,never,,,
Maruthampooval,village,80.69301,9.28444,274.5,184.5,30000.0,never,,,
Thirumurikandy,town,80.40408,9.30192,275.8,177.9,30000.0,never,,,
Kariyalai Nagapaduvaan,village,80.15185,9.28269,276.2,172.1,30000.0,never,,,
Vadduvaahal,village,80.80676,9.28813,276.2,187.1,30000.0,never,,,
Kumulamunai,village,80.12849,9.28013,276.3,171.6,30000.0,never,,,
Ponnagar,village,80.39973,9.31002,276.8,177.8,30000.0,never,,,
Nochchimunai,village,80.11979,9.28584,277.0,171.4,30000.0,never,,,
Vellamullivaaykaal,village,80.78453,9.30074,277.3,186.5,30000.0,never,,,
Akkarayan,town,80.31117,9.31272,277.6,175.8,30000.0,never,,,
Ariviyal Nagar,village,80.39772,9.31725,277.6,177.7,30000.0,never,,,
Puthukkudiyirippu,town,80.69628,9.3137,277.8,184.5,30000.0,never,,,
Amathipuram,village,80.32806,9.31551,277.8,176.2,30000.0,never,,,
Pallavarayankaddu,village,80.15623,9.29945,278.0,172.2,30000.0,never,,,
Aanai Vilunthaan,village,80.25856,9.31322,278.2,174.6,30000.0,never,,,
Manthuvil,village,80.72448,9.31481,278.2,185.1,30000.0,never,,,
Vannerikkulam,village,80.22793,9.31734,279.0,173.9,30000.0,never,,,
Saanthapuram,village,80.42578,9.33148,279.0,178.4,30000.0,never,,,
Jeyapuram South,village,80.17718,9.31368,279.2,172.8,30000.0,never,,,
Sivanagar,village,80.71162,9.32516,279.2,184.8,30000.0,never,,,
Iranamadu,village,80.40922,9.33427,279.4,178.0,30000.0,never,,,
Manniyakulam,village,80.20486,9.31936,279.5,173.4,30000.0,never,,,
Kaiveli,village,80.6725,9.33256,279.7,183.9,30000.0,never,,,
Aananthapuram,village,80.7237,9.32996,279.8,185.1,30000.0,never,,,
Skanthapuram,village,80.30605,9.33642,280.3,175.7,30000.0,never,,,
Unionkulam,village,80.32192,9.34034,280.6,176.1,30000.0,never,,,
Kombavil,village,80.70081,9.33928,280.6,184.6,30000.0,never,,,
Iranaipaalai,village,80.71343,9.33978,280.8,184.8,30000.0,never,,,
Valluvarpannai,village,80.35899,9.34449,280.8,176.9,30000.0,never,,,
Barathipuram,village,80.4021,9.34696,280.8,177.9,30000.0,never,,,
Malayalapuram,village,80.38643,9.34637,280.8,177.5,30000.0,never,,,
Vallipunam,village,80.64014,9.34674,281.0,183.2,30000.0,never,,,
Kaakaitivu,village,80.08028,9.31651,281.1,170.6,30000.0,never,,,
Kunchchukkulam,village,80.23436,9.33718,281.1,174.1,30000.0,never,,,
Kanakambikai Kulam,village,80.4166,9.35003,281.1,178.2,30000.0,never,,,
Udayarkaddu,village,80.61584,9.35048,281.3,182.6,30000.0,never,,,
Navalarpannai,village,80.3487,9.35097,281.6,176.7,30000.0,never,,,
Vivekanthanagar Centre,village,80.40264,9.3578,282.0,177.9,30000.0,never,,,
Krishnapuran,village,80.37479,9.35598,282.0,177.3,30000.0,never,,,
Theravil,village,80.5909,9.35829,282.0,182.1,30000.0,never,,,
Maayavanoor,village,80.47044,9.3589,282.0,179.4,30000.0,never,,,
Kiraanchi,village,80.10511,9.33068,282.2,171.2,30000.0,never,,,
Thoddiyady,village,80.54216,9.36401,282.5,181.0,30000.0,never,,,
Ootupulam,village,80.34106,9.35995,282.6,176.5,30000.0,never,,,
Kulathady,village,80.55151,9.36533,282.7,181.2,30000.0,never,,,
Ramanthapuram,village,80.48284,9.36628,282.8,179.7,30000.0,never,,,
Thevipuram,village,80.66376,9.36115,282.8,183.7,30000.0,never,,,
Idaikaadu,village,80.72947,9.35626,282.8,185.2,30000.0,never,,,
Puthumattalan,village,80.72849,9.35824,283.0,185.1,30000.0,never,,,
Konavil,village,80.32564,9.36287,283.0,176.2,30000.0,never,,,
Vaddakachchi,town,80.45756,9.36947,283.1,179.1,30000.0,never,,,
Valluvarpuram,village,80.57239,9.36861,283.1,181.7,30000.0,never,,,
Jeyapuram,village,80.18197,9.35087,283.2,173.0,30000.0,never,,,
Kalmadu Nagar,village,80.51147,9.37003,283.2,180.3,30000.0,never,,,
Puththady,village,80.55151,9.37023,283.2,181.2,30000.0,never,,,
Erumaitivu,village,80.05566,9.33862,283.9,170.2,30000.0,never,,,
Kumarasamipuram,village,80.56807,9.37531,283.9,181.6,30000.0,never,,,
Puthumurippu,village,80.35383,9.37426,284.1,176.8,30000.0,never,,,
Iruddumadu,village,80.61092,9.37609,284.1,182.5,30000.0,never,,,
Palamattalan,village,80.71736,9.37103,284.3,184.9,30000.0,never,,,
Uthayanagar,village,80.3985,9.37817,284.3,177.8,30000.0,never,,,
Selvanagar,village,80.36448,9.37714,284.3,177.1,30000.0,never,,,
Thondaman Nagar,village,80.41334,9.37881,284.3,178.1,30000.0,never,,,
Veravil,village,80.08526,9.34988,284.6,170.8,30000.0,never,,,
Ambaalkulam,village,80.37785,9.38076,284.7,177.3,30000.0,never,,,
Visuvamadu,town,80.54773,9.38433,284.8,181.1,30000.0,never,,,
Kilinochchi,city,80.40872,9.38401,284.9,178.0,30000.0,never,,,
Thiruvaiyaru,village,80.42604,9.38468,284.9,178.4,30000.0,never,,,
Kannakipuram,village,80.29574,9.37722,284.9,175.5,30000.0,never,,,
Adampan,village,80.34099,9.38585,285.5,176.5,30000.0,never,,,
Valaippaadu,village,80.0675,9.35603,285.6,170.5,30000.0,never,,,
Aananthapuram,village,80.40069,9.39137,285.7,177.9,30000.0,never,,,
Civic Centre,village,80.44365,9.39324,285.8,178.8,30000.0,never,,,
Kanagapuram,village,80.39079,9.39137,285.8,177.6,30000.0,never,,,
Mudkompan,village,80.26805,9.38508,286.0,174.9,30000.0,never,,,
Uruthirapuram,town,80.35373,9.39313,286.2,176.8,30000.0,never,,,
Thevapiddy,village,80.69556,9.39129,286.3,184.4,30000.0,never,,,
Chunnavil,village,80.17228,9.37885,286.4,172.8,30000.0,never,,,
Suthanthirapuram,village,80.6315,9.39704,286.5,182.9,30000.0,never,,,
Punnaineeravi,village,80.55923,9.40149,286.7,181.4,30000.0,never,,,
Piramanthanaru,village,80.57165,9.40366,287.0,181.6,30000.0,never,,,
Paddikkarai,village,80.68907,9.39845,287.1,184.2,30000.0,never,,,
Pannakandy,village,80.43645,9.40609,287.2,178.7,30000.0,never,,,
Ponnaveli,village,80.08384,9.37423,287.3,170.9,30000.0,never,,,
Tharmapuram,town,80.52399,9.40702,287.3,180.6,30000.0,never,,,
Jeyanthi Nagar,village,80.37283,9.4104,288.0,177.3,30000.0,never,,,
Thirunagar,village,80.39391,9.41537,288.4,177.7,30000.0,never,,,
Uruthirapuram West,village,80.31948,9.41124,288.4,176.1,30000.0,never,,,
Kanesa Puram,village,80.38813,9.42313,289.3,177.6,30000.0,never,,,
Chalai,village,80.6658,9.42092,289.4,183.7,30000.0,never,,,
Keerimunai,village,80.05894,9.38931,289.4,170.4,30000.0,never,,,
Kallaaru,village,80.5732,9.42834,289.7,181.6,30000.0,never,,,
Velikkandal,village,80.48607,9.43028,289.8,179.7,30000.0,never,,,
Periya Paranthan,village,80.37224,9.42858,290.0,177.3,30000.0,never,,,
Navaladi,village,80.16402,9.41186,290.2,172.7,30000.0,never,,,
Peyparaipiddy,village,80.65102,9.4315,290.4,183.3,30000.0,never,,,
Kaaralkaddumunai,village,80.0809,9.40326,290.5,170.9,30000.0,never,,,
Pallamadu,village,80.11717,9.40955,290.6,171.7,30000.0,never,,,
Kariyalvayal,village,80.61471,9.43462,290.6,182.5,30000.0,never,,,
Kunchup Paranthan,village,80.34611,9.43383,290.7,176.7,30000.0,never,,,
Paranthan,town,80.40786,9.43723,290.8,178.1,30000.0,never,,,
Murasumoddai,village,80.45397,9.44076,291.0,179.1,30000.0,never,,,
Palavi,village,80.12629,9.41717,291.3,172.0,30000.0,never,,,
Neevil,village,80.31717,9.43771,291.4,176.1,30000.0,never,,,
Kumarapuram,village,80.37341,9.44227,291.5,177.3,30000.0,never,,,
Puliyampokkanai,village,80.52982,9.44605,291.6,180.7,30000.0,never,,,
Kalaveddithidal,village,80.5468,9.44609,291.6,181.1,30000.0,never,,,
Chempankundu,village,80.19649,9.43442,292.2,173.5,30000.0,never,,,
Annathevan Vayal,village,80.28823,9.4464,292.5,175.5,30000.0,never,,,
Korakkankaddu,village,80.45542,9.45743,292.9,179.1,30000.0,never,,,
Nallur,village,80.26089,9.45321,293.6,174.9,30000.0,never,,,
Umayalpuram,village,80.39711,9.46537,293.9,177.8,30000.0,never,,,
Kandawalai,village,80.48547,9.46744,293.9,179.7,30000.0,never,,,
Aalankeni,village,80.24438,9.46245,294.7,174.6,30000.0,never,,,
Ooriyaan,village,80.44703,9.48142,295.5,178.9,30000.0,never,,,
Vannakanvelli,village,80.1776,9.4634,295.6,173.2,30000.0,never,,,
Thadduvankoddy,village,80.4258,9.49078,296.6,178.5,30000.0,never,,,
